Catalogue/Guidebook Title,Exhibition Title,Publishing Info,Curator(s),Artwork Number,Artwork Title,Artist Name,Artwork Location,Location Lat.,Location Long.,Artwork Specific Loc.,Artwork Lat.,Artwork Long.,Artist BY/Est.,Artist DY,Artist Birthplace,Artist Workplace
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,4.1-10,Transformation Series no. 5 (2009),Shahzia Sikander,Arts Square,25.361648,55.386495,Sharjah Art Museum,25.361381,55.387042,1969,NA,"Lahore, Pakistan","New York, USA"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,4.1-11,Various works (1969–1985),Eduardo Terrazas,Arts Square,25.361648,55.386495,Sharjah Art Museum,25.361381,55.387042,1936,NA,"Guadalajara, Mexico","Mexico City, Mexico"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,4.1-12,Ah (2011),Charwei Tsai,Arts Square,25.361648,55.386495,Sharjah Art Museum,25.361381,55.387042,1980,NA,"Taipei, Taiwan","Paris, France; Taipei, Taiwan"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",1,Come to where the flavors are (2015),Danh Vo,Al Mureijah Square,25.356875,55.381479,Bait Hassan Mukhtar,25.35687,55.38186,1975,NA,"Bà Rịa–Vũng Tàu, Vietnam","Mexico City, Mexico"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",2,An Opaque Wind (2015),Haegue Yang,Al Mureijah Square,25.356875,55.381479,Bait Al Aboudi,25.35669,55.381543,1971,NA,"Seoul, Korea","Seoul, Korea; Berlin, Germany"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",3,Various works (2014–2015),Lynette Yiadom-Boakye,Al Mureijah Square,25.356875,55.381479,Bait Hussain Makrani,25.356592,55.381738,1977,NA,"London, UK","London, UK"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",3,Various works (2014–2015),Lynette Yiadom-Boakye,Arts Square,25.361648,55.386495,Bait Al Serkal,25.361313,55.38619,1977,NA,"London, UK","London, UK"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",4,Souls' Landscapes (2015),Uriel Barthélémi,Al Mureijah Square,25.356875,55.381479,Mirage City Cinema,25.356466,55.381969,1980,NA,"Reims, France","Paris, France"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",4,Souls' Landscapes (2015),Uriel Barthélémi,Warehouses at Port Khalid,25.355574,55.375242,Warehouse 1 at Port Khalid,25.355403,55.375571,1980,NA,"Reims, France","Paris, France"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",5,Heritage Studies #1–5 (2015),Iman Issa,Al Mureijah Square,25.356875,55.381479,Gallery 5,25.356641,55.382159,1979,NA,"Cairo, Egypt","Cairo, Egypt; New York, USA"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",6,Various works,Beom Kim,Al Mureijah Square,25.356875,55.381479,Gallery 5,25.356641,55.382159,1963,NA,"Seoul, Korea","Seoul, Korea"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",6,Various works,Beom Kim,Arts Square,25.361648,55.386495,Sharjah Art Museum,25.361381,55.387042,1963,NA,"Seoul, Korea","Seoul, Korea"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",7,Plate It with Silver,Babak Afrassiabi and Nasrin Tabatabai (Pages),Al Mureijah Square,25.356875,55.381479,Gallery 5,25.356641,55.382159,2004,NA,"Rotterdam, Netherlands","Rotterdam, Netherlands"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",8,Various works (2014),Mohammed Kazem,Al Mureijah Square,25.356875,55.381479,Gallery 5,25.356641,55.382159,1969,NA,"Dubai, UAE","Dubai, UAE"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",8,Various works (2014),Mohammed Kazem,Souq AlShanasiyah,25.359828,55.384351,Souq AlShanasiyah,25.359828,55.384351,1969,NA,"Dubai, UAE","Dubai, UAE"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",9,Various works,Fahrelnissa Zeid,Al Mureijah Square,25.356875,55.381479,Gallery 4,25.356948,55.382146,1901,1991,"Istanbul, Turkey","Amman, Jordan"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",10,Across the Chalk Line (2015),Gary Simmons,Al Mureijah Square,25.356875,55.381479,Unnamed Space,25.356559,55.382511,1964,NA,"New York, USA","New York, USA"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",11,Cyprus (2015),Rayyane Tabet,Al Mureijah Square,25.356875,55.381479,Gallery 3,25.356922,55.382461,1983,NA,"Ashqout, Lebanon","Beirut, Lebanon"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",12,Works from the series 'Sunday Paintings' (2001–ongoing),Byron Kim,Al Mureijah Square,25.356875,55.381479,Gallery 3,25.356922,55.382461,1961,NA,"La Jolla, California, USA","Brooklyn, USA"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",13,Works from the series 'Invisible Sun' (2014–2015),Julie Mehretu,Al Mureijah Square,25.356875,55.381479,Gallery 1,25.357289,55.382261,1970,NA,"Addis Ababa, Ethiopia","New York, USA"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",14,Al Zannoba Journey (2015),Abdullah Al Saadi,Al Mureijah Square,25.356875,55.381479,Gallery 2,25.357159,55.382193,1967,NA,"Khorfakkan, UAE","Khorfakkan, UAE"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",15,XYZ (2015),Eduardo Navarro,Al Mureijah Square,25.356875,55.381479,Gallery 2,25.357159,55.382193,1979,NA,"Buenos Aires, Argentina","Buenos Aires, Argentina"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",15,XYZ (2015),Eduardo Navarro,Al Mureijah Square,25.356875,55.381479,Al Hamdan Bin Mousa Courtyard,25.357395,55.382147,1979,NA,"Buenos Aires, Argentina","Buenos Aires, Argentina"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",16,Karesansui (2015),Taro Shinoda,Al Mureijah Square,25.356875,55.381479,Bait Abdul Raheem Jasem,25.357456,55.38229,1964,NA,"Tokyo, Japan","Tokyo, Japan"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",16,Karesansui (2015),Taro Shinoda,Arts Square,25.361648,55.386495,Sharjah Art Museum,25.361381,55.387042,1964,NA,"Tokyo, Japan","Tokyo, Japan"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",17,Talking Wall (2015),Damián Ortega,Al Mureijah Square,25.356875,55.381479,Bait Al Hurma/Bait Habib Shalawani,25.357639,55.382292,1967,NA,"Mexico City, Mexico","Mexico City, Mexico"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",18,Various works,Jac Leirner,Al Mureijah Square,25.356875,55.381479,Gallery 6,25.35719,55.382002,1961,NA,"São Paulo, Brazil","São Paulo, Brazil"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",19,AT THE RISK OF THE REAL (2015),Cinthia Marcelle,Al Mureijah Square,25.356875,55.381479,Bait Gholoum Ibrahim,25.357241,55.381774,1974,NA,"Belo Horizonte, Brazil","São Paulo, Brazil"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",20,"Our Look Was as If Two Lovers, or Deadly Enemies (2015)",Maryam Kashani,Calligraphy Square,25.358096,55.384638,Ceramics House,25.358157,55.384912,1977,NA,"San Francisco, USA","Saint Louis, USA; Chicago, USA"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",21,Is it always there? (2015),Lee Kit,Calligraphy Square,25.358096,55.384638,Sharjah Centre for the Art of Arabic Calligraphy and Ornamentation,25.358362,55.384546,1978,NA,"Hong Kong, China","Hong Kong, China"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",22,The Fourth Stage (2015),Ahmad Ghossein,Calligraphy Square,25.358096,55.384638,Dar Al Nadwa,25.357949,55.384493,1981,NA,"Beirut, Lebanon","Beirut, Lebanon"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",23,Kora (2011–2012),Jawshing Arthur Liou,Calligraphy Square,25.358096,55.384638,Dar Al Nadwa,25.357949,55.384493,1968,NA,"Zhongli, Taiwan","Bloomington, Indiana, USA"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",24,untitled 2015 (Eau de RRose of Damascus),Rirkrit Tiravanija,Calligraphy Square,25.358096,55.384638,Calligraphers' Studios,25.357871,55.38484,1961,NA,"Buenos Aires, Argentina","New York, USA; Berlin, Germany; Chiang Mai, Thailand"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",25,The Secession Sessions (2014–2015),Eric Baudelaire,Calligraphy Square,25.358096,55.384638,Sharjah Institute for Theatrical Arts,25.356371,55.385111,1973,NA,"Salt Lake City, USA","Paris, France"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",26,Le Cargo (2011),Faustin Linyekula,Calligraphy Square,25.358096,55.384638,Sharjah Institute for Theatrical Arts,25.356371,55.385111,1974,NA,"Ubundu, Democratic Republic of Congo","Kisangani, Democratic Republic of Congo"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",27,Sky Blue Flag (2015),Byron Kim,Souq AlShanasiyah,25.359828,55.384351,Unnamed Space,Water Taxi,Water Taxi,1961,NA,"La Jolla, California, USA","Brooklyn, USA"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",28,Various works,Hassan Sharif,Arts Square,25.361648,55.386495,Sharjah Art Museum,25.361381,55.387042,1951,2016,"Dubai, UAE","Dubai, UAE"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",29,(City Night) (2015) ليل الدنيه,Byron Kim,Arts Square,25.361648,55.386495,Sharjah Art Museum,25.361381,55.387042,1961,NA,"La Jolla, California, USA","Brooklyn, USA"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",30,Various works,Saloua Raouda Choucair,Arts Square,25.361648,55.386495,Sharjah Art Museum,25.361381,55.387042,1916,2017,"Beirut, Lebanon","Beirut, Lebanon"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",31,Various works,Abdul Hay Mosallam Zarara,Arts Square,25.361648,55.386495,Sharjah Art Museum,25.361381,55.387042,1933,2020,"Hebron, Palestine","Amman, Jordan"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",32,Steel Rings (2013–ongoing),Rayyane Tabet,Arts Square,25.361648,55.386495,Sharjah Art Museum,25.361381,55.387042,1983,NA,"Ashqout, Lebanon","Beirut, Lebanon"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",33,Various works,Etel Adnan,Arts Square,25.361648,55.386495,Sharjah Art Museum,25.361381,55.387042,1925,NA,"Beirut, Lebanon","Paris, France"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",34,Various works,Chung Chang-Sup,Arts Square,25.361648,55.386495,Sharjah Art Museum,25.361381,55.387042,1927,2011,"Cheongju, Korea","Seoul, Korea"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",35,Various works,Lala Rukh,Arts Square,25.361648,55.386495,Sharjah Art Museum,25.361381,55.387042,1948,NA,"Lahore, Pakistan","Lahore, Pakistan"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",36,种 ([zhong]; [drɔ:g]) planting/seed/species (2014),Xu Tan (Keywords Lab),Arts Square,25.361648,55.386495,Sharjah Art Museum,25.361381,55.387042,1957,NA,"Wuhan, China","Guangzhou, China"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",37,Reincarnation (2015),Im Heung-soon,Arts Square,25.361648,55.386495,Bait Al Serkal,25.361313,55.38619,1969,NA,"Seoul, Korea","Seoul, Korea"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",38,The Unpredictability of Possible Future Uses (2015),Leonor Antunes,Arts Square,25.361648,55.386495,Bait Al Serkal,25.361313,55.38619,1972,NA,"Lisbon, Portugal","Berlin, Germany; Lisbon, Portugal"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",39,a beckoning: We are not who we think we are (2014–2015),Rodney McMillian,Arts Square,25.361648,55.386495,Bait Al Serkal,25.361313,55.38619,1969,NA,"Columbia, South Carolina, USA","Los Angeles, USA"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",40,Scarecrows (2013),Abdullah Al Saadi,Arts Square,25.361648,55.386495,Bait Al Serkal,25.361313,55.38619,1967,NA,"Khorfakkan, UAE","Khorfakkan, UAE"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",41,A song connected from A Stage (2006–2014),mixrice,Arts Square,25.361648,55.386495,Arts Square,25.361648,55.386495,"2002; Jieun Cho, b. 1975; Chulmo Yang, b. 1977",NA,"Seoul, Korea","Seoul, Korea"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",42,Spectacle (2010),Beom Kim,Arts Square,25.361648,55.386495,Bait Al Serkal,25.361313,55.38619,1963,NA,"Seoul, Korea","Seoul, Korea"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",43,The Incidental Insurgents (Parts 1–3) (2012–2015),Basel Abbas and Ruanne Abou-Rahme,Arts Square,25.361648,55.386495,Bait Al Serkal,25.361313,55.38619,1983; 1983,NA,"Nicosia, Cyprus; Boston, USA","New York, USA; Ramallah, Palestine"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",44,Untitled (2015),Unnikrishnan C,Arts Square,25.361648,55.386495,Bait Al Serkal,25.361313,55.38619,1991,NA,"Pezhumpara, India","Pezhumpara, India"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",45,Various works,Rheim Alkhadi,Arts Square,25.361648,55.386495,Bait Al Serkal,25.361313,55.38619,1973,NA,"Buffalo, New York, USA","Beirut, Lebanon"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",46,Fanfare funérailles [Funeral brass] (2014),Papy Ebotani,Arts Square,25.361648,55.386495,Arts Square,25.361648,55.386495,1977,NA,Kinshasa. Democractic Republic of Congo,Kinshasa. Democractic Republic of Congo
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",47,In the absence of the objects seen (2015),Rene Gabri and Ayreen Anastas,Arts Square,25.361648,55.386495,Bait Obaid Al Shamsi,25.362198,55.38683,1968; 1976,NA,"Tehran, Iran; Bethlehem, Palestine","New York, USA"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",47,In the absence of the objects seen (2015),Rene Gabri and Ayreen Anastas,Arts Square,25.361648,55.386495,Bait Obaid Al Shamsi,25.362198,55.38683,1968; 1976,NA,"Tehran, Iran; Bethlehem, Palestine","New York, USA"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",48,Use LIke Water (2015),Nikhil Chopra,Arts Square,25.361648,55.386495,Bait Obaid Al Shamsi,25.362198,55.38683,1974,NA,"Kolkata, India","Goa, India"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",49,Untitled (Buoy) (2014),Mark Bradford,Arts Square,25.361648,55.386495,Bait Obaid Al Shamsi,25.362198,55.38683,1961,NA,"Los Angeles, USA","Los Angeles, USA"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",50,One buries wrinkles and unearths memories (2015),mixrice,Souq AlShanasiyah,25.359828,55.384351,Souq AlShanasiyah,25.359828,55.384351,"2002; Jieun Cho, b. 1975; Chulmo Yang, b. 1977",NA,"Seoul, Korea","Seoul, Korea"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",51,WAM (World Agriculture Museum) (2010/2015),Asunción Molinos Gordo,Warehouses at Port Khalid,25.355574,55.375242,Warehouse 1 at Port Khalid,25.355403,55.375571,1979,NA,"Aranda de Duero, Spain",Egypt; Oman; Spain
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",52,"Locale Inscribed (Walking in the desert with Eisa towards the sun, looking down) (2014–15)",Michael Joo,Warehouses at Port Khalid,25.355574,55.375242,Warehouse 2 at Port Khalid,25.355671,55.374776,1966,NA,"Ithaca, New York, USA","New York, USA"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",53,Various works and intervention (2014–2015),Hassan Khan,The Flying Saucer,25.353076,55.412185,The Flying Saucer,25.353076,55.412185,1975,NA,"London, UK","Cairo, Egypt"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",54,Reconstrucción2: Here we stand (2015),Abraham Cruzvillegas,Bird and Animal Market,25.355161,55.380646,Bird and Animal Market,25.355161,55.380646,1968,NA,"Mexico City, Mexico","Mexico City, Mexico"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",55,Planetarium (2015),Adrián Villar Rojas,Al Mureijah Square,25.356875,55.381479,Gallery 1,25.357289,55.382261,1980,NA,"Rosario, Argentina","Rosario, Argentina"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",55,Planetarium (2015),Adrián Villar Rojas,Kalba,24.99816,56.27207,Kalba Ice Factory,25.016571,56.361687,1980,NA,"Rosario, Argentina","Rosario, Argentina"
Sharjah Biennial 13 (Sharjahart.org projects view),Sharjah Biennial 13: Tamawuj,,Christine Tohme,,,,,,,,,,,,,
Sharjah Biennial 13 (Sharjahart.org projects view),Sharjah Biennial 13: Tamawuj,,Christine Tohme,,,,,,,,,,,,,
Sharjah Biennial 13 (Sharjahart.org projects view),Sharjah Biennial 13: Tamawuj,,Christine Tohme,,,,,,,,,,,,,
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",1,The Landing (2019),Akram Zaatari,Al Mureijah Square,25.356875,55.381479,Gallery 6,25.35719,55.382002,1966,NA,"Sidon, Lebanon","Beirut, Lebanon"
"Sharjah Biennial 14
Leaving the Echo Chamber
7 March–10 June 2019
Guidebook",Sharjah Biennial 14: Leaving the Echo Chamber,"Sharjah Art Foundation, 2019","Zoe Butt, Omar Kholeif, Claire Tancons",2,The Specter of Ancestors Becoming (2019),Tuấn Andrew Nguyễn,Al Mureijah Square,25.356875,55.381479,Bait Gholoum Ibrahim,25.357241,55.381774,1976,NA,"Saigon, Vietnam","Ho Chi Minh City, Vietnam"
