Catalogue/Guidebook Title,Exhibition Title,Publishing Info,Curator(s),Artwork Number,Artwork Title,Artist Name,Artwork Location,Location Lat.,Location Long.,Artwork Specific Loc.,Artwork Lat.,Artwork Long.,Artist BY/Est.,Artist DY,Artist Birthplace,Artist Workplace
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",40,Scarecrows (2013),Abdullah Al Saadi,Arts Square,25.361648,55.386495,Bait Al Serkal,25.361313,55.386190,1967,NA,"Khorfakkan, UAE","Khorfakkan, UAE"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",41,A song connected from A Stage (2006–2014),mixrice,Arts Square,25.361648,55.386495,Arts Square,25.361648,55.386495,"2002; Jieun Cho, b. 1975; Chulmo Yang, b. 1977",NA,"Seoul, Korea","Seoul, Korea"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",42,Spectacle (2010),Beom Kim,Arts Square,25.361648,55.386495,Bait Al Serkal,25.361313,55.386190,1963,NA,"Seoul, Korea","Seoul, Korea"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",43,The Incidental Insurgents (Parts 1–3) (2012–2015),Basel Abbas and Ruanne Abou-Rahme,Arts Square,25.361648,55.386495,Bait Al Serkal,25.361313,55.386190,1983; 1983,NA,"Nicosia, Cyprus; Boston, USA","New York, USA; Ramallah, Palestine"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",44,Untitled (2015),Unnikrishnan C,Arts Square,25.361648,55.386495,Bait Al Serkal,25.361313,55.386190,1991,NA,"Pezhumpara, India","Pezhumpara, India"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",45,Various works,Rheim Alkhadi,Arts Square,25.361648,55.386495,Bait Al Serkal,25.361313,55.386190,1973,NA,"Buffalo, New York, USA","Beirut, Lebanon"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",46,Fanfare funérailles [Funeral brass] (2014),Papy Ebotani,Arts Square,25.361648,55.386495,Arts Square,25.361648,55.386495,1977,NA,Kinshasa. Democractic Republic of Congo,Kinshasa. Democractic Republic of Congo
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",47,In the absence of the objects seen (2015),Rene Gabri and Ayreen Anastas,Arts Square,25.361648,55.386495,Bait Obaid Al Shamsi,25.362198,55.386830,1968; 1976,NA,"Tehran, Iran; Bethlehem, Palestine","New York, USA"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",47,In the absence of the objects seen (2015),Rene Gabri and Ayreen Anastas,Arts Square,25.361648,55.386495,Bait Obaid Al Shamsi,25.362198,55.386830,1968; 1976,NA,"Tehran, Iran; Bethlehem, Palestine","New York, USA"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",48,Use LIke Water (2015),Nikhil Chopra,Arts Square,25.361648,55.386495,Bait Obaid Al Shamsi,25.362198,55.386830,1974,NA,"Kolkata, India","Goa, India"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",49,Untitled (Buoy) (2014),Mark Bradford,Arts Square,25.361648,55.386495,Bait Obaid Al Shamsi,25.362198,55.386830,1961,NA,"Los Angeles, USA","Los Angeles, USA"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",50,One buries wrinkles and unearths memories (2015),mixrice,Souq AlShanasiyah,25.359828,55.384351,Souq AlShanasiyah,25.359828,55.384351,"2002; Jieun Cho, b. 1975; Chulmo Yang, b. 1977",NA,"Seoul, Korea","Seoul, Korea"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",51,WAM (World Agriculture Museum) (2010/2015),Asunción Molinos Gordo,Warehouses at Port Khalid,25.355574,55.375242,Warehouse 1 at Port Khalid,25.355403,55.375571,1979,NA,"Aranda de Duero, Spain",Egypt; Oman; Spain
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",52,"Locale Inscribed (Walking in the desert with Eisa towardsthe sun, looking down) (2014–15)",Michael Joo,Warehouses at Port Khalid,25.355574,55.375242,Warehouse 2 at Port Khalid,25.355671,55.374776,1966,NA,"Ithaca, New York, USA","New York, USA"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",53,Various works and intervention (2014–2015),Hassan Khan,The Flying Saucer,25.353076,55.412185,The Flying Saucer,25.353076,55.412185,1975,NA,"London, UK","Cairo, Egypt"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",54,Reconstrucción2: Here we stand (2015),Abraham Cruzvillegas,Bird and Animal Market,25.355161,55.380646,Bird and Animal Market,25.355161,55.380646,1968,NA,"Mexico City, Mexico","Mexico City, Mexico"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",55,Planetarium (2015),Adrián Villar Rojas,Al Mureijah Square,25.356875,55.381479,Gallery 1,25.357289,55.382261,1980,NA,"Rosario, Argentina","Rosario, Argentina"
"Sharjah Biennial 12
The past, the present, the possible
5 March–5 June 2015
Guidebook","Sharjah Biennial 12: The past, the present, the possible","?[Sharjah Art Foundation, 2015]","Eungie Joo, with associate curator, Ryan Inouye",55,Planetarium (2015),Adrián Villar Rojas,Kalba,24.99816,56.27207,Kalba Ice Factory,25.016571,56.361687,1980,NA,"Rosario, Argentina","Rosario, Argentina"
,,,,,,,,,,,,,,,,
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.15-1,Conversion (2013),Lúcia Koch,Al Mureijah Square,25.356875,55.381479,Bait Al Hurma/Bait Habib Shalawani,25.357639,55.382292,1966,NA,"Porto Alegre, Brazil","São Paulo, Brazil"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.14-1,Situation leading to a courtyard (address rehearsal) (2013),Tamar Guimarães and Kasper Akhøj,Al Mureijah Square,25.356875,55.381479,Bait Abdul Raheem Jasem,25.357456,55.382290,1967; 1976,NA,"Belo Horizonte, Brazil; Copenhagen, Denmark","Copenhagen, Denmark"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.16-1,Familie Tezcan (2001),Nevin Aladağ,Al Mureijah Square,25.356875,55.381479,Bait Khalid Ibrahim,25.357362,55.382610,1972,NA,"Van, Turkey","Berlin, Germany"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.16-2,Pop Song – Knocking on Heaven’s Door (2007); Time in Heart 1 (2008),Bae Young-whan,Al Mureijah Square,25.356875,55.381479,Bait Khalid Ibrahim,25.357362,55.382610,1969,NA,"Seoul, Korea","Seoul, Korea"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.16-3,Blood of Two (2009),Mathew Barney and Elizabeth Peyton,Al Mureijah Square,25.356875,55.381479,Bait Khalid Ibrahim,25.357362,55.382610,1967; 1964,NA,"San Francisco, USA; Danbury, Connecticut, USA","New York, USA"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.16-4,No Man Is an Island (2002),Jesper Just,Al Mureijah Square,25.356875,55.381479,Bait Khalid Ibrahim,25.357362,55.382610,1974,NA,"Copenhagen, Denmark","New York, USA"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.16-5,Kolanut Tales (2012); Taste of a Stone: Itiat Esa Ufok (2013),Otobong Nkanga,Al Mureijah Square,25.356875,55.381479,Bait Khalid Ibrahim,25.357362,55.382610,1974,NA,"Kano, Nigeria","Antwerp, Belgium"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.16-6,Anglo-Arabian (2010),Marwa Rustam,Al Mureijah Square,25.356875,55.381479,Bait Khalid Ibrahim,25.357362,55.382610,1986,NA,"Manama, Bahrain","Manama, Bahrain"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.7-1,Immediate Shelter (2013),Studio Mumbai - Bijoy Jain,Al Mureijah Square,25.356875,55.381479,Al Hamdan Bin Mousa Courtyard,25.357395,55.382147,Est. 1995,NA,"Mumbai, India","Mumbai, India"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.6-1,Courtyard Ornamentation with 4 Sounding Dots and a Shade (2013),Cevdet Erek,Al Mureijah Square,25.356875,55.381479,Bait Gholoum Ibrahim,25.357241,55.381774,1974,NA,"Istanbul, Turkey","Istanbul, Turkey"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.2-1,Blood of Two (2009),Mathew Barney and Elizabeth Peyton,Al Mureijah Square,25.356875,55.381479,Bait Hussain Makrani,25.356592,55.381738,1967; 1964,NA,"San Francisco, USA; Danbury, Connecticut, USA","New York, USA"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.1-1,Peace Is Not What You Believe (2012–2013),kamarstudios,Al Mureijah Square,25.356875,55.381479,Bait Al Aboudi,25.356690,55.381543,Est. 1999,NA,"Marrakech, Morocco","Marrakech, Morocco"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.8-1,Myths and Legends Room – The Mural (2010),Hala Elkoussy,Al Mureijah Square,25.356875,55.381479,Gallery 6,25.357190,55.382002,1974,NA,"Cairo, Egypt","Cairo, Egypt"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.8-2,Someone Else – A library of 100 books written anonymously or under (2011),Shilpa Gupta,Al Mureijah Square,25.356875,55.381479,Gallery 6,25.357190,55.382002,1976,NA,"Mumbai, India","Mumbai, India"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.8-3,Happy New Year (2009–2010); Life Buoy No. 1 (2012),Hui Zhang,Al Mureijah Square,25.356875,55.381479,Gallery 6,25.357190,55.382002,1967,NA,"Heilongjiang, China","Beijing, China"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,"1.8, 1.12-1",Dictums 10:120 (2011–2013),Wael Shawky,Al Mureijah Square,25.356875,55.381479,Between Galleries 2 & 6,25.357226,55.382112 ,1971,NA,"Alexandria, Egypt","Alexandria, Egypt"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.12-1,"Don’t Cross the Bridge Before You Get to the River (2008) (In collaboration with Julien Devaux, Rafael Ortega, Felix Blume, Ivan Bocara, Jimena Blasquez, Roberto Rubalcava, Begoña Rey, Abbas Benhnin and the kids of Tarifa and Tangier); Children’s Game #2: Ricochets (2007) (In collaboration with Rafael Ortega)",Francis Alÿs,Al Mureijah Square,25.356875,55.381479,Gallery 1,25.357289,55.382261,1959,NA,"Antwerp, Belgium","Mexico City, Mexico"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.12-2,Parcel (2011); Hole (2013); Landscape (2013),Thomas Demand,Al Mureijah Square,25.356875,55.381479,Gallery 2,25.357159,55.382193,1964,NA,"Munich, Germany","Berlin, Germany"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.12-3,The Prediction Machine (2013),Mohamed Ali Fadlabi,Al Mureijah Square,25.356875,55.381479,Gallery 1,25.357289,55.382261,1975,NA,"Omdurman, Sudan","Oslo, Norway"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.12-4,Vayu-Vata (2013),Gabriel Lester,Al Mureijah Square,25.356875,55.381479,Gallery 1,25.357289,55.382261,1972,NA,"Amsterdam, The Netherlands","Amsterdam, The Netherlands; Shanghai, China"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.12-5,silence spins (2012),"Seigen Ono, Ryuichi Sakamato and Shiro Takatani",Al Mureijah Square,25.356875,55.381479,Gallery 2,25.357159,55.382193,1958; 1952; 1963,NA,"Fukushima, Japan; Tokyo, Japan; Kyoto, Japan","Tokyo, Japan; New York, USA; Kyoto, Japan"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.12-6,composition (2013),Shiro Takatani,Al Mureijah Square,25.356875,55.381479,"Courtyard, Gallery 1& 2",25.357201,55.382290,1963,NA,"Kyoto, Japan","Kyoto, Japan"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.11-1,Shazdeh’s Garden (01) (02) and (03) (2009–2010); Untitled 01- Untitled 21,Monir Shahroudy Farmanfarmaian,Al Mureijah Square,25.356875,55.381479,Gallery 3,25.356922,55.382461,1924,2019,"Qazvin, Iran","Tehran, Iran"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,11.1-2,Sand on Table as Model of “Self-Organising Criticality” (1992–2013),Gabriel Orozco,Al Mureijah Square,25.356875,55.381479,Gallery 3,25.356922,55.382461,1962,NA,"Jalapa, Mexico","Mexico City, Mexico; New York, USA; Paris, France"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.19-1,Portrait of Avar (2010); Delinking (2011),Taus Makhacheva,Al Mureijah Square,25.356875,55.381479,Gallery 4,25.356948,55.382146,1983,NA,"Dagestan, Russia","London, UK"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.19-2,"Did you see what love did to us once again/Flag #32
Happy Valley/Flag #47
Rescue me from who i am, and from what i am becoming/Flag #11
Texas Flowers/Flag #22 (2008–2010); I am the echo of your screams/Flag #44 (2010);  I wait for the sun to return, and for another birth (2009); Love left as easily as it came, darkness fell and we had no one left to blame (2011); Over come me sweet oblivion, I am ashamed, Humbled and unstable (2011); Those silent and snowy days, I watched it all melt away
Vatane man, deene man (my country, my religion) (2010)",Sara Rahbar,Al Mureijah Square,25.356875,55.381479,Gallery 4,25.356948,55.382146,1976,NA,"Tehran, Iran","New York, USA"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.19-3,"The cypress is, despite its freedom, held captive by the garden (2012); Contamination (2011–2013)",Shahzia Sikander,Al Mureijah Square,25.356875,55.381479,Gallery 4,25.356948,55.382146,1969,NA,"Lahore, Pakistan","New York, USA"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.10-1,Pattern Matching (2012); City Language III (2009); Session (2013),Nevin Aladağ,Al Mureijah Square,25.356875,55.381479,Gallery 5,25.356641,55.382159,1972,NA,"Van, Turkey","Berlin, Germany"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.10-2,Scouting for Locations – Film title: Traces of a Scream (2013),Yazan Khalili,Al Mureijah Square,25.356875,55.381479,Gallery 5,25.356641,55.382159,1981,NA,"Damascus, Syria","Ramallah, Palestine"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.10-3,"Merely a Mistake II (No. 1, 2, 4, 7, and 8) (2009–2013); Exotic Lands (No. 14, 15, 16, 17, 18, 19, 20, 21) (2013)",Wei Liu,Al Mureijah Square,25.356875,55.381479,Gallery 5,25.356641,55.382159,1972,NA,"Beijing, China","Beijing, China"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.10-4,Various works (2006–2013),Basim Magdy,Al Mureijah Square,25.356875,55.381479,Gallery 5,25.356641,55.382159,1977,NA,"Assiut, Egypt","Cairo, Egypt; Basel, Switzerland"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,1.10-5,UNRWA (Nahr al Bared 3; Nahr al Bared 4; Nahr el Bared 5; Rashidiyeh 4; Shabriha 13; Ain el Helwi 3; Shatila 3) (2011–2013),Marwan Rechmaoui,Al Mureijah Square,25.356875,55.381479,Gallery 5,25.356641,55.382159,1964,NA,"Beirut, Lebanon","Beirut, Lebanon"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,2.8-1,"Enquanto a cultura nos separa, a natureza nos une (While Culture Moves Us Apart, Nature Brings Us Together) (2013)",Ernesto Neto,Calligraphy Square,25.358096,55.384638,Courtyard beside Bait Al Naboodah,25.358107,55.383822,1964,NA,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,2.3-1,Bubble (2013),Kazuyo Sejima + Ryue Nishizawa/SANAA,Calligraphy Square,25.358096,55.384638,Calligraphy Square Courtyard,25.358096,55.384638,Est. 1995,NA,"Tokyo, Japan","Tokyo, Japan"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,2.13-1,Shimabuku’s Boat Trip (2013),Shimabuku,Calligraphy Square,25.358096,55.384638,Waterside Boat Rental,25.358699,55.381578 ,1969,NA,"Kobe, Japan","Berlin, Germany"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,2.6-1,This and Many More? (2013),Anawana Haloba,Calligraphy Square,25.358096,55.384638,Dar Al Nadwa,25.357949,55.384493,1978,NA,"Livingstone, Zambia","Oslo, Norway"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,2.6-2,Parallax (2013),Shahzia Sikander,Calligraphy Square,25.358096,55.384638,Dar Al Nadwa,25.357949,55.384493,1969,NA,"Lahore, Pakistan","New York, USA"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,2.5-1,Mabini Art Project: 100 Paintings (2009),Alfredo + Isabel Aquilizan,Calligraphy Square,25.358096,55.384638,Sharjah Calligraphy Museum,25.357856,55.384648,1962; 1965,NA,"Cagayan Valley, Philippines; Manila, Philippines","Manila, Philippines; Brisbane, Australia"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,2.5-2,Chalks and Pins (2011); Charcoal (2012),Pascale Marthine Tayou,Calligraphy Square,25.358096,55.384638,Sharjah Calligraphy Museum,25.357856,55.384648,1967,NA,"Yaoundé, Cameroon","Ghent, Belgium"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,2.5-3,How to Read an Image/Text Past a Surpassing Disaster? (2010),Jalal Toufic,Calligraphy Square,25.358096,55.384638,Sharjah Calligraphy Museum,25.357856,55.384648,1962,NA,Lebanon,"Istanbul, Turkey"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,2.5-4,Attempt 137 to Map the Drive (2011),Graziella Rizkallah Toufic and Jalal Toufic,Calligraphy Square,25.358096,55.384638,Sharjah Calligraphy Museum,25.357856,55.384648,1981; 1962,NA,"Chekka, Lebanon; Lebanon",NA
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,2.5-5,Dilbar (2013),Apichatpong Weerasethakul and Chai Siri,Calligraphy Square,25.358096,55.384638,Sharjah Calligraphy Museum,25.357856,55.384648,1970; 1983,NA,"Bangkok, Thailand; Bangkok, Thailand","Chiang Mai, Thailand; Chiang Mai, Thailand"
"Sharjah Biennial 11
Re:emerge
Towards a New Cultural Cartography
13 March–13 May 2013
Guidebook",Sharjah Biennial 11: Re:emerge Towards a New Cultural Cartography,"?[Sharjah Art Foundation, 2013]",Yuko Hasegawa,2.4-1,We'll See How All Reverberates  (2012),Carlos Amorales,Calligraphy Square,25.358096,55.384638,Calligraphers' Studios,25.357871,55.384840,1970,NA,"Mexico City, Mexico","Mexico City, Mexico"
